"access_code","access_days_time","date_last_confirmed","fuel_type_code","id","open_date","restricted_access","station_name","facility_type","latitude","longitude","city","state","street_address","zip","county"
"public","24 hours daily","2023-05-06","ELEC",148306,"2016-08-23",NA,"The Elms At Shannon's Glen",NA,39.140761,-76.760309,"Jessup","MD","7811 Shannon's Glen DR","20794","Anne Arundel County"
"public",NA,"2023-05-06","ELEC",148313,"2011-09-01",NA,"Sun Trust Bank Parking Lot",NA,39.025152,-77.125407,"Bethesda","MD","10408 Old Georgetown Road","20817","Montgomery County"
"public",NA,"2023-05-05","ELEC",148324,"2011-10-25",NA,"Walgreens - Glen Burnie, MD #7701",NA,39.13284,-76.636302,"Glen Burnie","MD","7953 Crain Highway S","21061","Anne Arundel County"
"public",NA,"2023-05-05","ELEC",148325,"2011-10-21",NA,"Walgreens - Glen Burnie, MD #7554",NA,39.140581,-76.602086,"Glen Burnie","MD","7901 Ritchie Highway","21061","Anne Arundel County"
"public",NA,"2023-05-05","ELEC",148326,"2017-07-24",NA,"Lionsgate at Woodmont Corner Condo",NA,38.986848,-77.096543,"Bethesda","MD","7710 Woodmont Ave","20814","Montgomery County"
"public",NA,"2023-05-06","ELEC",148327,"2018-10-15",NA,"P1 Garage",NA,38.98564,-77.095252,"Bethesda","MD","100 Commerce Ln","20814","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",148330,"2018-10-15",NA,"BOC Garage",NA,38.984671,-77.09197,"Bethesda","MD","4520 East West Highway","20814","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",148333,"2018-06-27",NA,"7201 Wisconsin Ave",NA,38.981871,-77.092507,"Bethesda","MD","7201 Wisconsin Ave","20814","Montgomery County"
"public",NA,"2023-05-05","ELEC",148335,"2016-08-15",NA,"8737 Colesville Rd, LLC",NA,38.998714,-77.02577,"Silver Spring","MD","8737 Colesville Road","20910","Montgomery County"
"public",NA,"2023-05-05","ELEC",148336,"2012-02-03",NA,"The Citron Apartments - Foulger-Pratt",NA,38.998106,-77.023905,"Silver Spring","MD","815 Pershing Drive","20910","Montgomery County"
"public",NA,"2023-05-05","ELEC",148337,"2011-05-15",NA,"Blair House",NA,38.991846,-77.034751,"Silver Spring","MD","8201 16th St.","20910","Montgomery County"
"public",NA,"2023-05-05","ELEC",148339,"2011-05-15",NA,"The Blairs Shopping Center",NA,38.992071,-77.032877,"Silver Spring","MD","1280 East-West Hwy","20910","Montgomery County"
"public",NA,"2023-05-05","ELEC",148348,"2018-02-15",NA,"Geico West Lot",NA,38.961124,-77.090393,"Bethesda","MD","4608 Willard Avenue","20815","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",148350,"2018-09-01",NA,"531704 - The Shops at Wisconsin Place",NA,38.96116,-77.087373,"Chevy Chase","MD","4412 Willard Avenue
Suite 1","20815","Montgomery County"
"public",NA,"2023-05-05","ELEC",148355,"2012-08-08",NA,"Chesapeake Building",NA,38.998001,-76.941887,"College Park","MD","3115 Chesapeake Building","20742","Prince George's County"
"public",NA,"2023-05-05","ELEC",148357,"2011-09-21",NA,"Severn Building",NA,38.99804,-76.919915,"College Park","MD","5245 Greenbelt Road","20740","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",148361,"2017-01-27",NA,"College Park Downtown Parking Garage",NA,38.980453,-76.936764,"College Park","MD","7364 Yale Avenue","20740","Prince George's County"
"public",NA,"2023-05-05","ELEC",148369,"2011-09-28",NA,"WashColl-Lot-B",NA,39.218024,-76.069226,"Chestertown","MD","300 Washington Avenue
Parking Lot B","21620","Kent County"
"public",NA,"2023-05-05","ELEC",148370,"2013-12-20",NA,"WashColl-Lot-D",NA,39.218024,-76.069226,"Chestertown","MD","300 Washington Avenue
Parking Lot D","21620","Kent County"
"public",NA,"2023-05-06","ELEC",148413,"2018-12-05",NA,"Annex ""B"" Classrooms",NA,39.049013,-76.516748,"Arnold","MD","101 College Parkway","21012","Anne Arundel County"
"public",NA,"2023-05-06","ELEC",148440,"2017-09-20",NA,"PGC 1301 McCormick",NA,38.909184,-76.842057,"Upper Marlboro","MD","1301 McCormick Drive","20774","Prince George's County"
"public","24 hours daily","2023-05-05","ELEC",148447,"2014-06-24",NA,"Springhill Suites Annapolis",NA,38.972698,-76.549276,"Annapolis","MD","189 Admiral Cochrane Drive","21401","Anne Arundel County"
"public","24 hours daily","2023-05-05","ELEC",148463,"2015-01-05",NA,"Chesapeake HPAC",NA,38.951354,-76.082214,"Wye Mills","MD","1000 College Circle","21679","Queen Anne's County"
"public",NA,"2023-05-05","ELEC",148464,"2015-11-18",NA,"Hilton Garden Inn Waldorf",NA,38.619302,-76.93311,"Waldorf","MD","10385 O'Donnell Pl.","20603","Charles County"
"public",NA,"2023-05-05","ELEC",148468,"2014-05-09",NA,"Belmond the Inn at Perry Cabin",NA,38.790252,-76.22147,"St  Michaels","MD","308 Watkins Lane","21663","Talbot County"
"public",NA,"2023-05-06","ELEC",148469,"2011-11-22",NA,"Walgreens - La Plata, MD #10063",NA,38.538959,-76.983092,"La Plata","MD","6300 Crane Highway","20646","Charles County"
"public","24 hours daily","2023-05-06","ELEC",148481,"2015-10-15",NA,"Calvert County Library, Southern Branch",NA,38.336064,-76.465249,"Solomons","MD","13920 H G Trueman Rd.","20688","Calvert County"
"public",NA,"2023-05-05","ELEC",148488,"2017-05-19",NA,"W. College Ave. Lot H",NA,38.348576,-75.601699,"Salisbury","MD","222 West College Avenue","21801","Wicomico County"
"public",NA,"2023-05-05","ELEC",148489,"2011-07-27",NA,"Perdue East",NA,38.344476,-75.605857,"Salisbury","MD","1101 Camden Ave.","21801","Wicomico County"
"private",NA,"2022-01-10","ELEC",149158,"2019-04-01",NA,"Baltimore Gas & Electric - EOB","UTILITY",39.338695,-76.756847,"Baltimore","MD","7309 Windsor Mill Rd","21244","Baltimore County"
"private",NA,"2022-01-10","ELEC",149159,"2018-05-01",NA,"Baltimore Gas & Electric - Lord Baltimore Building","UTILITY",39.33383,-76.752314,"Baltimore","MD","2900 Lord Baltimore Dr","21244","Baltimore County"
"private",NA,"2022-01-10","ELEC",149160,"2019-11-15",NA,"Baltimore Gas & Electric - White Marsh","UTILITY",39.3946835187458,-76.4094380185242,"Baltimore","MD","11350 Pulaski Hwy","21162","Baltimore County"
"private",NA,"2022-01-10","ELEC",149161,"2019-08-01",NA,"Baltimore Gas & Electric - Pumphrey Station","UTILITY",39.229653,-76.641361,"Baltimore","MD","4547 Annapolis Rd","21227","Baltimore County"
"private",NA,"2022-01-10","ELEC",149162,"2019-06-01",NA,"Baltimore Gas & Electric - Piney Orchard","UTILITY",39.071573,-76.71977,"Odenton","MD","730 New Waugh Chapel Rd","21113","Anne Arundel County"
"private",NA,"2022-01-10","ELEC",149163,"2019-01-31",NA,"Baltimore Gas & Electric - Cockeysville","UTILITY",39.474885,-76.641342,"Cockeysville","MD","10500 York Rd","21030","Baltimore County"
"private",NA,"2022-01-10","ELEC",149164,"2019-05-01",NA,"Baltimore Gas & Electric - Annapolis","UTILITY",38.978183,-76.497368,"Annapolis","MD","112 West St","21401","Anne Arundel County"
"public",NA,"2023-05-05","ELEC",149170,"2014-11-25",NA,"East of Market Apartments",NA,39.430923,-77.402416,"Frederick","MD","100 Holling Dr","21701","Frederick County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",149289,"2019-09-30",NA,"Annapolis Towne Centre - Tesla Supercharger",NA,38.980062,-76.540338,"Annapolis","MD","1906 Towne Centre Boulevard","21401","Anne Arundel County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",149349,"2019-09-30",NA,"Riverdale Park Station - Tesla Supercharger",NA,38.970201,-76.937371,"Riverdale Park","MD","6221 Baltimore Avenue","20737","Prince George's County"
"public","Dealership business hours","2022-03-07","ELEC",149473,"2019-05-01",FALSE,"Nissan of Lexington Park","CAR_DEALER",38.2922,-76.496293,"California","MD","22757 Three Notch Rd","20619","Saint Mary's County"
"public","Dealership business hours","2020-06-09","ELEC",149474,"2019-05-01",FALSE,"Sheehy Nissan- White Marsh","CAR_DEALER",39.3734093,-76.4442501,"White Marsh","MD","5361 Nottingridge Rd","21162","Baltimore County"
"private","Service center use only","2022-03-07","ELEC",149487,"2019-05-01",NA,"Nissan of Lexington Park","CAR_DEALER",38.2922,-76.496293,"California","MD","22757 Three Notch Rd","20619","Saint Mary's County"
"private","Service center use only","2020-06-09","ELEC",149488,"2019-05-01",NA,"Sheehy Nissan- White Marsh","CAR_DEALER",39.3734093,-76.4442501,"White Marsh","MD","5361 Nottingridge Rd","21162","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",149892,"2019-12-11",NA,"BGE-Carroll County Commissione",NA,39.572898,-76.987457,"Westminster","MD","225 N Center St","21157","Carroll County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",150212,"2019-11-19",NA,"Hotel at Arundel Preserve - Tesla Supercharger","HOTEL",39.153255,-76.74378,"Hanover","MD","7795 Arundel Mills Boulevard","21076","Anne Arundel County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",150220,"2019-11-19",NA,"Francis Scott Key Mall - Tesla Supercharger","SHOPPING_MALL",39.384697,-77.405499,"Frederick","MD","5500 Buckeystown Pike","21703","Frederick County"
"public",NA,"2023-05-05","ELEC",150242,"2014-10-27",NA,"Frederick County Government",NA,39.432755,-77.439356,"Frederick","MD","331 Montevue Lane","21702","Frederick County"
"public",NA,"2023-05-05","ELEC",150243,"2018-04-19",NA,"EA Fleet Lot",NA,39.489744,-76.663681,"Hunt Valley","MD","231 Schilling Circle","21031","Baltimore County"
"public","24 hours daily","2022-11-10","ELEC",150278,"2019-12-01",FALSE,"Hancock Western Rail Trail Parking Lot","PARK",39.698418,-78.178408,"Hancock","MD","2 Canal St","21750","Washington County"
"public",NA,"2022-10-06","ELEC",150602,"2019-04-23",NA,"Charles Plaza Garage - Tesla Destination",NA,39.291987,-76.615821,"Baltimore","MD","222 North Charles St","21201","Baltimore City"
"public",NA,"2022-10-06","ELEC",150634,"2019-04-18",NA,"Chester Plaza - Tesla Destination",NA,38.976475,-76.288568,"Chester","MD","7 Chester Plaza","21619","Queen Anne's County"
"public",NA,"2022-10-06","ELEC",150696,"2019-07-16",NA,"G&M Restaurant - Tesla Destination",NA,39.225034,-76.665832,"Linthicum","MD","804 N Hammonds Ferry Rd","21090","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",150811,"2019-12-27",NA,"FH_CONDOMINIUM FHC CLUBPLAZA",NA,39.163002,-77.27701,"Germantown","MD","18701 Club Plaza Drive Parking area below poo","20874","Montgomery County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",151786,"2019-02-28",FALSE,"Safeway Bradley Blvd",NA,38.97727511,-77.099235335,"Bethesda","MD","5000 Bradley Blvd","20815","Montgomery County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",151787,"2018-11-23",FALSE,"Collington Plaza",NA,38.9372715,-76.720378,"Bowie","MD","3400-3570 Crain Hwy","20716","Prince George's County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",151788,"2018-06-25",FALSE,"King Farm Village Center",NA,39.1133145,-77.1724325,"Rockville","MD","302 King Farm Blvd","20850","Montgomery County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",151789,"2019-02-28",FALSE,"Safeway Georgia Ave Wheaton",NA,39.039346,-77.049898,"Wheaton","MD","11201 Georgia Ave","20902","Montgomery County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",151846,"2019-11-01",FALSE,"White Marsh Mall East Entrance",NA,39.3749855,-76.4661665,"Baltimore","MD","8200 Perry Hall Blvd","21236","Baltimore County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",152204,"2020-01-20",FALSE,"White Marsh Mall Macy's",NA,39.373637,-76.468448,"Baltimore","MD","8200 Perry Hall Blvd","21236","Baltimore County"
"public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm","2023-05-06","ELEC",152205,"2020-01-20",FALSE,"White Marsh Mall West Entrance",NA,39.37449625,-76.46829425,"Baltimore","MD","8200 Perry Hall Blvd","21236","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",152286,"2020-01-08",NA,"MTA BUS W. MARSH23",NA,39.37738,-76.460639,"Nottingham","MD","8476 Honeygo Blvd","21236","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",152360,"2020-01-10",NA,"COLUMBIA ASSOC SSC1",NA,39.177418,-76.837892,"Columbia","MD","7060 Deepage Dr","21045","Howard County"
"public","24 hours daily","2023-05-06","ELEC",152512,"2020-01-17",NA,"BGE-Aberdeen City Center",NA,39.510993,-76.164264,"Aberdeen","MD","50 diamond st","21001","Harford County"
"public","24 hours daily","2023-05-06","ELEC",153270,"2020-02-04",NA,"BGE-Howard County Library - Mi",NA,39.272669,-76.839582,"Elliott City","MD","9421 Frederick Rd","21042","Howard County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",153424,"2020-01-31",NA,"Pike & Rose - Tesla Supercharger",NA,39.05048,-77.116837,"North Bethesda","MD","11860 Trade Street","20852","Montgomery County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",153429,"2020-01-31",NA,"Rockville Town Square - Tesla Supercharger",NA,39.086885,-77.149982,"Rockville","MD","200 East Middle Lane","20850","Montgomery County"
"public","24 hours daily; for Tesla use only","2022-10-03","ELEC",153541,"2020-02-20",NA,"Royal Farms - Tesla Supercharger","CONVENIENCE_STORE",38.335656,-75.104945,"Ocean City","MD","12826A Ocean Gateway","21842","Worcester County"
"public","24 hours daily","2022-11-10","ELEC",153828,"2020-01-09",FALSE,"Parsons Corp","OFFICE_BLDG",39.168437,-76.812615,"Columbia","MD","7110 Samuel Morse Dr","21046","Howard County"
"public","24 hours daily","2023-05-06","ELEC",153837,"2020-02-20",NA,"Pepco - Andrew Hanko Building",NA,38.961839,-76.868292,"New Carrollton","MD","8511 Legation Road","20784","Prince George's County"
"public","24 hours daily; parking permit required (daily, annual or hourly)","2021-10-12","ELEC",153850,"2020-02-10",FALSE,"UMBC - Walker Avenue Garage","PARKING_GARAGE",39.257426,-76.712476,"Baltimore","MD","1000 Hilltop Cr","21250","Baltimore County"
"public","24 hours daily; parking permit required (daily, annual or hourly)","2021-10-12","ELEC",153851,"2020-04-03",FALSE,"UMBC - Lot 9","PARKING_LOT",39.25459,-76.715174,"Baltimore","MD","1000 Hilltop Cr","21250","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",154021,"2020-02-27",NA,"H-D FREDERICK DCFAST HOG",NA,39.390396,-77.40587,"Frederick","MD","5722 Urbana Pike","21704","Frederick County"
"public","24 hours daily","2023-05-06","ELEC",154023,"2020-02-27",NA,"MTA MARC MUIRKIRK",NA,39.061422,-76.882832,"Beltsville","MD","7012 Muirkirk Rd","20705","Prince George's County"
"public","24 hours daily","2023-05-06","ELEC",154024,"2020-02-27",NA,"UMD SHADY GROVE SGG STATION #1",NA,39.092487,-77.197586,"Rockville","MD","9621 Gudelsky Dr","20850","Montgomery County"
"public","24 hours daily","2023-05-06","ELEC",154106,"2020-02-27",NA,"BGE-Carroll County Community C",NA,39.530327,-76.99371,"Westminster","MD","1601 Washington Rd","21157","Carroll County"
"public","24 hours daily","2023-05-06","ELEC",154238,"2020-03-03",NA,"MILL STATION MOD PIZZA 1",NA,39.406484,-76.791849,"Owings Mills","MD","10500 Mill Run Cir","21117","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",154239,"2020-03-03",NA,"MILL STATION MOD PIZZA 2",NA,39.406554,-76.792801,"Owings Mills","MD","10388 Mill Run Cir","21117","Baltimore County"
"public","24 hours daily","2023-05-06","ELEC",154248,"2020-03-03",NA,"BGE-Eldersburg Branch Library",NA,39.397792,-76.936468,"Sykesville","MD","6400 W Hemlock Dr","21784","Carroll County"
"public","24 hours daily","2023-05-06","ELEC",154388,"2020-03-10",NA,"KINGSGATE STATION 1",NA,39.16732,-76.86829,"Columbia","MD","7319 Eden Brook Dr","21046","Howard County"
"public","24 hours daily","2023-05-06","ELEC",154458,"2020-03-13",NA,"BGE-Annapolis Library",NA,38.978774,-76.515132,"Annapolis","MD","1410 West St","21401","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",154504,"2014-03-04",NA,"Comfort Inn Shady Grove",NA,39.121478,-77.177246,"Gaithersburg","MD","16216 Frederick Road","20877","Montgomery County"
"public",NA,"2023-05-05","ELEC",154505,"2019-08-08",NA,"Spinnaker Garage",NA,39.28287,-76.601,"Baltimore","MD","707 President St","21202","Baltimore City"
"public","24 hours daily","2023-05-06","ELEC",154531,"2020-03-18",NA,"HIGHS EV#2 HIGH'S 62",NA,39.14194,-76.762572,"Jessup","MD","2861 Jessup Rd","20794","Anne Arundel County"
"public","24 hours daily","2023-05-06","ELEC",154619,"2020-03-24",NA,"POTOMAC EDISON PARISH HALL",NA,39.657498,-78.926857,"Frostburg","MD","16 Uhl St","21532","Allegany County"
"public",NA,"2022-01-10","ELEC",154675,NA,FALSE,"Baltimore Gas & Electric - Anne Arundel County Government Office","OFFICE_BLDG",38.974506,-76.560366,"Annapolis","MD","2660 Riva Rd","21401","Anne Arundel County"
"public",NA,"2022-01-10","ELEC",154681,NA,FALSE,"Baltimore Gas & Electric - North Arundel Aquatic Center","REC_SPORTS_FACILITY",39.136174,-76.634297,"Glen Burnie","MD","7888 Crain Hwy","21061","Anne Arundel County"
"public",NA,"2022-01-10","ELEC",154687,NA,FALSE,"Baltimore Gas & Electric - Riviera Beach Library","LIBRARY",39.145184,-76.526273,"Pasadena","MD","1130 Duvall Hwy","21122","Anne Arundel County"
"public","24 hours daily","2022-01-10","ELEC",154690,"2021-11-01",FALSE,"Prince George's County Equestrian Center","REC_SPORTS_FACILITY",38.813056,-76.74717,"Upper Marlboro","MD","14900 Pennsylvania Ave","20772","Prince George's County"
"public","24 hours daily","2022-11-10","ELEC",154739,"2019-12-20",FALSE,"Howard Square Apartments - Colonial Parking","PARKING_GARAGE",39.173343,-76.78312,"Elkridge","MD","7500 Hearthside Way","21075","Howard County"
"public","24 hours daily","2022-11-10","ELEC",154740,"2019-12-20",FALSE,"Howard Square Apartments - Verde West","MULTI_UNIT_DWELLING",39.174324,-76.780879,"Elkridge","MD","7604 Hearthside Way","21075","Howard County"
"public","24 hours daily","2022-11-10","ELEC",154741,"2019-12-20",FALSE,"Howard Square Apartments - Verde East","MULTI_UNIT_DWELLING",39.175034,-76.779284,"Elkridge","MD","7710 Hearthside Way","21075","Howard County"
"public","24 hours daily","2023-03-08","ELEC",154744,"2019-12-20",FALSE,"Oak Barrel Café","RESTAURANT",39.7041007090659,-78.3286181974144,"Little Orleans","MD","35206 National Pike NE","21766","Allegany County"
"public",NA,"2023-05-05","ELEC",154769,"2017-06-20",NA,"MOM's Organic Market - Gaithersburg",NA,39.113414,-77.184517,"Rockville","MD","10 Upper Rock Circle","20850","Montgomery County"
